queue_id,nct_id,status,action,scope_category,revised_recommendation
e9404067-9f69-45a1-be53-c0286a31a2af,NCT05322993,pending,keep,Core AI/ML medical device / clinical software,keep_core
14fdaf71-3f25-446e-b0fc-49c4c1d60961,NCT05196269,pending,keep,Core AI/ML medical device / clinical software,keep_core
fa923b27-4c2e-4eff-84e4-ae6a6f7ec029,NCT07171086,pending,keep,Core AI/ML medical device / clinical software,keep_core
3197b2a6-bac2-4fe9-9242-1735a486c5cf,NCT05725187,pending,keep,Core AI/ML medical device / clinical software,keep_core
6062d74e-4401-40f7-8441-b6fa80945cc3,NCT05829447,pending,keep,Core AI/ML medical device / clinical software,keep_core
25ad9532-c508-4d99-be9a-4458b00f82b8,NCT07464275,pending,keep,Core AI/ML medical device / clinical software,keep_core
d823e95a-bbda-49fb-a1b9-df40d50862cc,NCT06806969,pending,keep,Core AI/ML medical device / clinical software,keep_core
21a7c683-6ca1-4c2a-95f9-efd766c7005f,NCT05630170,pending,keep,Core AI/ML medical device / clinical software,keep_core
85e6917a-f879-4a34-a7e0-3eb1abdd0b66,NCT04903444,pending,keep,Core AI/ML medical device / clinical software,keep_core
9fd00e36-07e4-421a-b90b-1249d4cdda18,NCT06802003,pending,keep,Core AI/ML medical device / clinical software,keep_core
d00f18b4-daab-41e3-81ff-32a0dcbc6e32,NCT05482958,pending,keep,Core AI/ML medical device / clinical software,keep_core
94d686df-1c1d-4e3c-b339-d0f1b7da5251,NCT04222439,pending,keep,Core AI/ML medical device / clinical software,keep_core
e8ff7419-beb0-41b2-ad15-8d446fcfa16c,NCT03621462,pending,keep,Core AI/ML medical device / clinical software,keep_core
3c6d5634-44b7-44bb-872d-cc0a339dd513,NCT07147725,approved,keep,Core AI/ML medical device / clinical software,keep_core
d3227e1d-1a44-411c-abc0-0cebb415f59f,NCT07087613,pending,keep,Core AI/ML medical device / clinical software,keep_core
8555a532-3c98-4ff7-bd27-10b0a51a0bf4,NCT07428941,pending,keep,Core AI/ML medical device / clinical software,keep_core
4d5e3098-112d-450c-a75b-a2fa7ed6a675,NCT06224543,pending,keep,Core AI/ML medical device / clinical software,keep_core
77f18062-479b-4bbf-bac9-d9eeeaf8ff93,NCT05730192,pending,keep,Core AI/ML medical device / clinical software,keep_core
71c2a194-8e69-4428-b282-2b028ee6b002,NCT06538155,pending,keep,Core AI/ML medical device / clinical software,keep_core
90f522f3-db04-4470-8255-81f4b39f3b72,NCT06552468,pending,keep,Core AI/ML medical device / clinical software,keep_core
201c0ec2-a298-4d0c-9501-8fa3e06f34b7,NCT04608617,pending,keep,Core AI/ML medical device / clinical software,keep_core
a0a7ffc3-5f9f-43be-bb9a-605d5eb3d611,NCT07227376,pending,keep,Core AI/ML medical device / clinical software,keep_core
e2fc4f36-2b0f-4748-ad08-43edd9eba3ea,NCT06576232,pending,keep,Core AI/ML medical device / clinical software,keep_core
24ebd39b-b2fc-49e6-bed1-be1b9a81cc6e,NCT05871814,pending,keep,Core AI/ML medical device / clinical software,keep_core
eae526ff-de38-479c-a82e-622c23143bc9,NCT04960280,pending,keep,Core AI/ML medical device / clinical software,keep_core
40b448ea-164d-4824-a7d3-f796d482bedf,NCT05064124,pending,keep,Core AI/ML medical device / clinical software,keep_core
929176e6-6ca7-4ae2-8b46-289f4cfb31fe,NCT05435872,pending,keep,Core AI/ML medical device / clinical software,keep_core
80a713f5-7b9a-4f99-bb1e-ded6663e88f1,NCT06472297,pending,keep,Core AI/ML medical device / clinical software,keep_core
78ad249a-b651-48ca-a6d7-d701ba2c76aa,NCT04437615,pending,keep,Core AI/ML medical device / clinical software,keep_core
d11de319-c870-4009-948f-4dcad5019324,NCT06654999,pending,keep,Core AI/ML medical device / clinical software,keep_core
96f91ea5-6ae8-4d27-ac63-ec0f8c6a5573,NCT04837599,pending,keep,Core AI/ML medical device / clinical software,keep_core
b2a59dae-83c9-4e72-b901-bfe336238a27,NCT05220345,pending,keep,Core AI/ML medical device / clinical software,keep_core
ec525c9d-1cf9-47cc-9195-41c154656c61,NCT03773458,pending,keep,Core AI/ML medical device / clinical software,keep_core
4e23e3d0-52f7-4770-b434-849c859e603c,NCT06742229,pending,keep,Core AI/ML medical device / clinical software,keep_core
ce5176f2-f0b2-4772-a731-dc39050c7b36,NCT05918354,pending,keep,Core AI/ML medical device / clinical software,keep_core
e5a00f72-f0d0-4b0c-92ea-3d1496862aa1,NCT03499145,pending,keep,Core AI/ML medical device / clinical software,keep_core
9d85526c-aceb-4b2a-8362-677e01091e52,NCT07500532,pending,keep,Core AI/ML medical device / clinical software,keep_core
c89675cd-ab8f-42b2-ae30-d9dd6488b9cd,NCT06790108,pending,keep,Core AI/ML medical device / clinical software,keep_core
b0a6df9e-ee2f-4dc1-8fdc-d38fc43fdfd9,NCT05240625,pending,keep,Core AI/ML medical device / clinical software,keep_core
6f5c6ec1-4e0d-4b5e-bef8-057c9a2ad5b5,NCT04087824,pending,keep,Core AI/ML medical device / clinical software,keep_core
45f47d9a-2aac-4701-a840-b283d52d607f,NCT04335318,pending,keep,Core AI/ML medical device / clinical software,keep_core
53afd7fe-c7eb-427c-8c2d-1a3d0c184c0b,NCT04723758,pending,keep,Core AI/ML medical device / clinical software,keep_core
f510acc6-c295-4dfc-8177-b24496a05ac0,NCT03602989,pending,keep,Core AI/ML medical device / clinical software,keep_core
e8f673c8-a1e0-4a4b-bf94-606925fe0842,NCT06295497,pending,keep,Core AI/ML medical device / clinical software,keep_core
7e0f17f6-a254-418d-883a-7f7c4fa5c982,NCT05940090,pending,keep,Core AI/ML medical device / clinical software,keep_core
1d81f342-80df-4ceb-ac9a-57a25f9d76ac,NCT04679961,pending,keep,Core AI/ML medical device / clinical software,keep_core
ef3586ae-753e-46e7-ab14-604e2db98f43,NCT06666023,pending,keep,Core AI/ML medical device / clinical software,keep_core
b23079e3-980a-462d-a88e-6ee1f382dd5c,NCT04673136,pending,keep,Core AI/ML medical device / clinical software,keep_core
9e681398-8b43-420e-b55c-a6702cfd99e6,NCT05527730,pending,keep,Core AI/ML medical device / clinical software,keep_core
7fbad942-124a-4a54-997c-1e07a52fb7a9,NCT07456306,pending,keep,Core AI/ML medical device / clinical software,keep_core
84d079fb-421f-4428-bd49-9fcd29b6e2fe,NCT04589078,pending,keep,Core AI/ML medical device / clinical software,keep_core
0ef5b773-02db-4245-baba-c7baf257de5f,NCT07421713,pending,keep,Core AI/ML medical device / clinical software,keep_core
2a875afc-ccc8-4dc6-891d-b7d85339d949,NCT05693480,pending,keep,Core AI/ML medical device / clinical software,keep_core
29196a21-455e-464c-bbca-4b307a801216,NCT06616896,pending,keep,Core AI/ML medical device / clinical software,keep_core
2ef75675-33fd-4eff-aa2d-726022d54c40,NCT06160466,pending,keep,Core AI/ML medical device / clinical software,keep_core
b80a0bc1-ec47-4d55-8f4e-0ab8265a8ea1,NCT03980470,pending,keep,Core AI/ML medical device / clinical software,keep_core
3abf7685-7390-4dbc-b168-1850f55b84c1,NCT05813080,pending,keep,Core AI/ML medical device / clinical software,keep_core
df8f7f5c-caa5-45b0-b3f2-858766f599fb,NCT05176145,pending,keep,Core AI/ML medical device / clinical software,keep_core
d48e3993-e195-4be9-ab31-14726b3262cf,NCT05391477,pending,keep,Core AI/ML medical device / clinical software,keep_core
4d85dea7-ed59-4dac-87e3-168237f35000,NCT04191330,pending,keep,Core AI/ML medical device / clinical software,keep_core
722c6536-2134-4dde-bbf6-c936bccedeaf,NCT07280065,pending,keep,Core AI/ML medical device / clinical software,keep_core
1c2acfc9-9f86-438d-addb-7d3fff3a9b7f,NCT06013709,pending,keep,Core AI/ML medical device / clinical software,keep_core
1e79cdac-24d4-42c3-8872-69b6c9f71f8c,NCT05870332,pending,keep,Core AI/ML medical device / clinical software,keep_core
4099cef6-ae4a-43c9-ade4-367f2237484f,NCT05466864,pending,keep,Core AI/ML medical device / clinical software,keep_core
b7fbe894-9400-4d18-a6d9-077e0f04b23d,NCT04869618,pending,keep,Core AI/ML medical device / clinical software,keep_core
971b754f-b42a-4f89-b880-df1a6fb7201f,NCT05863208,pending,keep,Core AI/ML medical device / clinical software,keep_core
a6814999-b3f4-4dad-8fef-ae30c450de0a,NCT03908645,pending,keep,Core AI/ML medical device / clinical software,keep_core
0fb7f88a-77ea-45b1-a8f8-f69365494670,NCT04383457,pending,keep,Core AI/ML medical device / clinical software,keep_core
48ec5526-586a-4ed5-86cc-7c4ae6a06dc1,NCT06621225,pending,keep,Core AI/ML medical device / clinical software,keep_core
23db05b2-42aa-470d-83fa-a73b93ca9cef,NCT05414448,pending,keep,Core AI/ML medical device / clinical software,keep_core
014dc5e2-94cf-47c0-ba33-01e86d8d5b31,NCT06612281,pending,keep,Core AI/ML medical device / clinical software,keep_core
56341288-0d94-4e28-9652-7d036365bd91,NCT05080504,pending,keep,Core AI/ML medical device / clinical software,keep_core
a965d7e2-6343-45a8-ab32-eeac9b48c92c,NCT05594485,pending,keep,Core AI/ML medical device / clinical software,keep_core
edd96a29-4309-4d36-b6a1-517c718e93ae,NCT04612868,pending,keep,Core AI/ML medical device / clinical software,keep_core
b0592663-62db-4147-a308-52633c4841e0,NCT04999813,pending,keep,Core AI/ML medical device / clinical software,keep_core
955d25ff-af79-482d-a232-640d296fa0c7,NCT04441580,pending,keep,Core AI/ML medical device / clinical software,keep_core
f3a6f32c-c9e2-4fae-b97d-6d8e98e6dfaf,NCT06213896,pending,keep,Core AI/ML medical device / clinical software,keep_core
90419c3c-efcd-4bf1-9fa8-56c23d043401,NCT06155643,pending,keep,Core AI/ML medical device / clinical software,keep_core
a71f27fd-4f8d-439c-aee0-30c143304999,NCT06027411,pending,keep,Core AI/ML medical device / clinical software,keep_core
61ebc57a-7ed2-446c-8f99-602cdb3b7e3d,NCT06238180,pending,keep,Core AI/ML medical device / clinical software,keep_core
405b94d3-8df6-4606-8362-c1c435152c05,NCT05914220,pending,keep,Core AI/ML medical device / clinical software,keep_core
ef5f0224-53c0-46c7-a24c-3cd52be7eb05,NCT07427407,pending,keep,Core AI/ML medical device / clinical software,keep_core
27362cbe-eb43-49b7-af03-ffa18ac0d32e,NCT05318599,pending,keep,Core AI/ML medical device / clinical software,keep_core
f9f0f05c-150b-4439-8672-5bef0c0dcd04,NCT04775810,pending,keep,Core AI/ML medical device / clinical software,keep_core
2811f974-b42e-463f-9f0c-b702e10fac17,NCT06567340,pending,keep,Core AI/ML medical device / clinical software,keep_core
95fc8768-d29c-4dbf-aad8-ec4ae98a7e7f,NCT04196088,pending,keep,Core AI/ML medical device / clinical software,keep_core
3b58a172-3e3b-4eba-8be1-9215dc446781,NCT04531995,pending,keep,Core AI/ML medical device / clinical software,keep_core
617ca2f4-6b16-40b0-a9c1-3b0a13c6ce9b,NCT05807737,pending,keep,Core AI/ML medical device / clinical software,keep_core
865baea7-6dc3-41ca-9f9d-b507af931966,NCT06699056,pending,keep,Core AI/ML medical device / clinical software,keep_core
8cf63201-b3d5-4b85-be9d-5a13c38fbfa7,NCT05802563,pending,keep,Core AI/ML medical device / clinical software,keep_core
8891e9a0-c57f-4920-b037-4a242771817e,NCT05943288,pending,keep,Core AI/ML medical device / clinical software,keep_core
01db0301-198b-4649-a239-ee69d50456bb,NCT07113223,pending,keep,Core AI/ML medical device / clinical software,keep_core
41a51e19-0504-42e4-867a-a0bd2bbe0231,NCT05988658,pending,keep,Core AI/ML medical device / clinical software,keep_core
0dcaf570-6b6a-4027-ae91-d3638fdb66a6,NCT04754347,pending,keep,Core AI/ML medical device / clinical software,keep_core
c55d5648-d5a7-460b-a018-a5c7c23e6e8a,NCT05362656,pending,keep,Core AI/ML medical device / clinical software,keep_core
bb980496-1f34-44dc-a254-9294a016e7ea,NCT04885062,pending,keep,Core AI/ML medical device / clinical software,keep_core
ab058939-9b0b-48d2-8e58-164683768887,NCT04917653,pending,keep,Core AI/ML medical device / clinical software,keep_core
dd4d08fc-f080-475e-9d10-41bab5c11d4e,NCT05888623,pending,keep,Core AI/ML medical device / clinical software,keep_core
5950592b-bfc0-4878-b2ec-45c4fff1330f,NCT05795842,pending,keep,Core AI/ML medical device / clinical software,keep_core
023c00d2-d5ab-43b6-b0b3-006326784c9b,NCT06462352,pending,keep,Core AI/ML medical device / clinical software,keep_core
976c6ab5-9d65-447b-8d45-c55dd1926ec6,NCT04142879,pending,keep,Core AI/ML medical device / clinical software,keep_core
94bfaf95-a079-4fe6-9b92-4e562241bb65,NCT06932172,pending,keep,Core AI/ML medical device / clinical software,keep_core
04ffe39d-915e-49a2-9955-5dbf399b0a90,NCT04577053,pending,keep,Core AI/ML medical device / clinical software,keep_core
97b83cfc-3788-41f7-bc70-f60d3f9b1319,NCT05519098,pending,keep,Core AI/ML medical device / clinical software,keep_core
49a66104-e72f-4fc4-9069-985abc435670,NCT05968898,pending,keep,Core AI/ML medical device / clinical software,keep_core
fce72117-f67a-4c07-976b-9da8a2ead841,NCT07429123,pending,keep,Core AI/ML medical device / clinical software,keep_core
474d1fa6-b2d2-46f7-a13d-683324a14813,NCT05987670,pending,keep,Core AI/ML medical device / clinical software,keep_core
1b7f7091-f890-407a-9f09-f36d360642c0,NCT07259278,pending,keep,Core AI/ML medical device / clinical software,keep_core
3961a259-80fa-4f72-87d2-b28c19c3d305,NCT03973762,pending,keep,Core AI/ML medical device / clinical software,keep_core
ac3cec1d-0163-4497-9d16-a4a2fff1f7f6,NCT07023471,pending,keep,Core AI/ML medical device / clinical software,keep_core
23d8fdbd-1e75-4e2f-beaf-c9552d845b77,NCT06688565,pending,keep,Core AI/ML medical device / clinical software,keep_core
dbb14aa8-3f28-4e24-9891-f9e693d52e42,NCT06710028,pending,keep,Core AI/ML medical device / clinical software,keep_core
145312ff-295a-4053-a90b-b0466cfc829d,NCT07502040,pending,keep,Core AI/ML medical device / clinical software,keep_core
6aeee724-8f28-44ce-bcce-b68b9d82fd4d,NCT06815939,pending,keep,Core AI/ML medical device / clinical software,keep_core
a3547c0c-a094-4416-8ca1-8518763b35c7,NCT04978922,pending,keep,Core AI/ML medical device / clinical software,keep_core
6e0414c0-ff6f-4736-8ee1-0d5f272fb7ae,NCT06990906,pending,keep,Core AI/ML medical device / clinical software,keep_core
5b12947b-a0e8-4544-b238-9f475aa186b5,NCT06221397,pending,keep,Core AI/ML medical device / clinical software,keep_core
dcd8c3a2-8890-47c0-bd09-11f1ba3b236d,NCT07428954,pending,keep,Core AI/ML medical device / clinical software,keep_core
710f9a70-c3b1-4b98-bd82-c037b352f940,NCT04921488,pending,keep,Core AI/ML medical device / clinical software,keep_core
d075b7c8-cea7-4f4c-8053-253b6b1b23d5,NCT04487626,pending,keep,Core AI/ML medical device / clinical software,keep_core
c9913f64-eae1-455f-8b75-b6b38e72f027,NCT06062433,pending,keep,Core AI/ML medical device / clinical software,keep_core
442acc1b-8f2d-4179-b20f-df83969d6b48,NCT06686056,pending,keep,Core AI/ML medical device / clinical software,keep_core
e30224cc-2512-4c69-9c73-a101566aed90,NCT04325815,pending,keep,Core AI/ML medical device / clinical software,keep_core
28bd6471-f42b-4662-b238-fa73ab0fea1f,NCT06901960,pending,keep,Core AI/ML medical device / clinical software,keep_core
5c349a06-c986-43bc-867b-15a97ff59659,NCT06994702,pending,keep,Core AI/ML medical device / clinical software,keep_core
232e0689-db27-4508-9429-52a2e3b4edfc,NCT06882356,pending,keep,Core AI/ML medical device / clinical software,keep_core
2ac162dd-c464-4123-8102-a192a6737173,NCT07464171,pending,keep,Core AI/ML medical device / clinical software,keep_core
16083357-fa7d-41d8-bc0b-f55b258c7b1a,NCT03186300,pending,keep,Core AI/ML medical device / clinical software,keep_core
4e46e5fc-d742-4f54-8916-95f5c3221cd2,NCT06275997,pending,keep,Core AI/ML medical device / clinical software,keep_core
cfc0eebe-3a9c-4337-b4f2-b056cec3cdb8,NCT04040114,pending,keep,Core AI/ML medical device / clinical software,keep_core
40a181cf-a658-4b7a-8737-03a37f7b155a,NCT06174519,pending,keep,Core AI/ML medical device / clinical software,keep_core
5a500477-6f79-4c2e-879d-38b8f3e4e8d0,NCT07123675,pending,keep,Core AI/ML medical device / clinical software,keep_core
1697d9e2-6515-4e40-8c03-9ceabbd4a204,NCT06767111,pending,keep,Core AI/ML medical device / clinical software,keep_core
e512d6c0-b69c-400c-99f0-c3c29fa4baeb,NCT07425236,pending,keep,Core AI/ML medical device / clinical software,keep_core
c7259e38-4e86-441f-80e6-799ef41fe223,NCT04049981,pending,keep,Core AI/ML medical device / clinical software,keep_core
11857942-82e8-47ca-b380-649d68b99b19,NCT06788665,pending,keep,Core AI/ML medical device / clinical software,keep_core
f27d3d0a-c955-4f4d-bf77-f00b0a83964f,NCT07298252,pending,keep,Core AI/ML medical device / clinical software,keep_core
be9db400-3b60-4dd8-ac84-16faaae99d20,NCT06667401,pending,keep,Core AI/ML medical device / clinical software,keep_core
7dc36fb6-e35f-4f72-903e-4e90e92433b5,NCT05057975,pending,keep,Core AI/ML medical device / clinical software,keep_core
37f00e89-7968-4d79-a53b-55f4d6f972ff,NCT05096286,pending,keep,Core AI/ML medical device / clinical software,keep_core
c7b7ae2b-922a-417f-bcf5-3eec0288d496,NCT06607822,pending,keep,Core AI/ML medical device / clinical software,keep_core
21683ccb-6f9e-48c5-94a0-1dd77a6b9713,NCT06713226,pending,keep,Core AI/ML medical device / clinical software,keep_core
a2c3a1be-3884-4617-b5a3-96b88051cd63,NCT03362138,pending,keep,Core AI/ML medical device / clinical software,keep_core
1081e7b3-7177-4b45-aad7-e58c4a64eb3a,NCT07376304,pending,keep,Core AI/ML medical device / clinical software,keep_core
bcfa5f6b-90ce-4a28-bf6f-93f3cee0bdf1,NCT07452016,pending,keep,Core AI/ML medical device / clinical software,keep_core
7641924f-5b62-489d-ad32-b59eff47d174,NCT05581290,pending,keep,Core AI/ML medical device / clinical software,keep_core
8e708f2c-b301-4b4c-acff-ce444fcd43a9,NCT07403669,pending,keep,Core AI/ML medical device / clinical software,keep_core
e8bbabcc-6ec0-47c5-9f55-3a2a97bffdee,NCT03973437,pending,keep,Core AI/ML medical device / clinical software,keep_core
439951e8-28a4-4611-ae2f-632ab492803d,NCT05732233,pending,keep,Core AI/ML medical device / clinical software,keep_core
0ef9c449-ab29-43de-888e-72e11fc49bd5,NCT07431710,pending,keep,Core AI/ML medical device / clinical software,keep_core
201091d3-c294-4f91-98cb-e5b53298121e,NCT06522061,pending,keep,Core AI/ML medical device / clinical software,keep_core
e80654e5-6f6c-4dfe-b56d-53482aca338c,NCT04606862,pending,keep,Core AI/ML medical device / clinical software,keep_core
248f3ba9-3124-4526-a93b-08daf1c8b6a1,NCT05752045,pending,keep,Core AI/ML medical device / clinical software,keep_core
c21cc81a-c8d2-4f1c-8066-6b5fd5c0850d,NCT07288229,pending,keep,Core AI/ML medical device / clinical software,keep_core
506765fd-36b1-4d1a-bf53-f5bdb366d5e6,NCT03766737,pending,keep,Core AI/ML medical device / clinical software,keep_core
a05a238b-5722-4eda-8715-b1a61508f2f8,NCT04407325,pending,keep,Core AI/ML medical device / clinical software,keep_core
63669df1-8cf9-49a8-ae49-a17817a3b2ca,NCT07255885,pending,keep,Core AI/ML medical device / clinical software,keep_core
fdc1b527-1727-4f7d-bcbc-f1fb599e2173,NCT03569176,pending,keep,Core AI/ML medical device / clinical software,keep_core
08497194-f776-4563-847a-d857ee2c1d49,NCT07428915,pending,keep,Core AI/ML medical device / clinical software,keep_core
66837a43-5db2-4847-8cf8-30a41cc16471,NCT06540001,pending,keep,Core AI/ML medical device / clinical software,keep_core
a43064e1-170f-4187-98c7-b15d8810ec16,NCT05867407,pending,keep,Core AI/ML medical device / clinical software,keep_core
bb0d47f7-f2e7-46b5-922e-7f33494fcae8,NCT05275556,pending,keep,Core AI/ML medical device / clinical software,keep_core
188e0d73-e43d-4a5a-8cf0-166fa7b91047,NCT06613503,pending,keep,Core AI/ML medical device / clinical software,keep_core
d9ad30fd-dcad-4595-90e0-e5a3754b6ebf,NCT07136272,pending,keep,Core AI/ML medical device / clinical software,keep_core
e66c8565-1093-4322-9982-5553eac5fc4d,NCT06235190,pending,keep,Core AI/ML medical device / clinical software,keep_core
5377f819-0602-405c-9e61-25771bd9c6f6,NCT07199322,pending,keep,Core AI/ML medical device / clinical software,keep_core
acec189c-1b48-4be3-8fb3-4f328a3cad71,NCT04138771,pending,keep,Core AI/ML medical device / clinical software,keep_core
feee9580-fd94-4131-87d0-9de204ca2426,NCT06971471,pending,keep,Core AI/ML medical device / clinical software,keep_core
b6195818-3c79-4e83-8bd1-0a859208f63c,NCT07437664,pending,keep,Core AI/ML medical device / clinical software,keep_core
f3014623-2fe0-472f-98e5-ac68c649bbeb,NCT03706534,pending,keep,Core AI/ML medical device / clinical software,keep_core
9c968dbd-3ed7-4739-a2c5-43f517264cbe,NCT05363475,pending,keep,Core AI/ML medical device / clinical software,keep_core
8609a49a-cc79-4ccc-9e98-a73483490fce,NCT07127471,pending,keep,Core AI/ML medical device / clinical software,keep_core
363fedea-3172-4e2a-a511-f7d77373ee6f,NCT06790134,pending,keep,Core AI/ML medical device / clinical software,keep_core
3909c7af-7726-456c-99ea-aa491d5a93db,NCT06000046,pending,keep,Core AI/ML medical device / clinical software,keep_core
84109fb3-1b88-4aa4-95bd-6dddfd52c39c,NCT07323186,pending,keep,Core AI/ML medical device / clinical software,keep_core
12d07d99-788b-4907-bc4a-82b1398bd45c,NCT02599259,pending,keep,Core AI/ML medical device / clinical software,keep_core
07d8108f-4ca5-4c2b-9b15-192950d49d56,NCT05963191,pending,keep,Core AI/ML medical device / clinical software,keep_core
b11adef5-ec01-4c9a-b148-6189a76483bf,NCT04909671,pending,keep,Core AI/ML medical device / clinical software,keep_core
7819b4a4-4333-4ad3-82c7-5ba4f3f922cc,NCT05141773,pending,keep,Core AI/ML medical device / clinical software,keep_core
9de5cd87-da84-45da-b549-ed19fae28432,NCT05335889,pending,keep,Core AI/ML medical device / clinical software,keep_core
8e9146b8-d767-4e91-9871-ae1b4fda27f9,NCT05490823,pending,keep,Core AI/ML medical device / clinical software,keep_core
c19c7850-b711-4e64-8206-c7d3b5e5308e,NCT06645015,pending,keep,Core AI/ML medical device / clinical software,keep_core
fcb38b50-f8bb-4709-b841-8a0594391d2c,NCT05176704,pending,keep,Core AI/ML medical device / clinical software,keep_core
830c7180-fe1a-41df-80af-9a89168f606e,NCT06276582,pending,keep,Core AI/ML medical device / clinical software,keep_core
cfcf6884-8f2a-4473-9bb7-338c39bad281,NCT05833360,pending,keep,Core AI/ML medical device / clinical software,keep_core
75787220-088d-4104-9ce3-3f60615242cf,NCT06321003,pending,keep,Core AI/ML medical device / clinical software,keep_core
9c0bccb2-d5c9-45c1-bc5f-6b8b395a4cec,NCT05061953,pending,keep,Core AI/ML medical device / clinical software,keep_core
c4b9b0e9-178a-42f0-9261-e19c7a61a442,NCT06685367,pending,keep,Core AI/ML medical device / clinical software,keep_core
deb00afb-4a9b-4ffc-8089-40f2a6f499a6,NCT03053518,pending,keep,Core AI/ML medical device / clinical software,keep_core
03250e2b-774a-4ce1-b69a-c93bae53464b,NCT05277740,pending,keep,Core AI/ML medical device / clinical software,keep_core
6ce10d1a-7404-4722-a50d-0632d179d737,NCT06216457,pending,keep,Core AI/ML medical device / clinical software,keep_core
abb91bcd-b194-4437-ad42-639a7b4eb289,NCT06315829,pending,keep,Core AI/ML medical device / clinical software,keep_core
26d3d8d0-4389-4857-808b-337475194b42,NCT05497505,pending,keep,Core AI/ML medical device / clinical software,keep_core
c55f799c-ec31-4eaf-a098-4fcf725e70ac,NCT06326424,approved,keep,Core AI/ML medical device / clinical software,keep_core
b8a8bb2f-da37-45ec-98cb-5aa2b3026d3f,NCT04621656,pending,keep,Core AI/ML medical device / clinical software,keep_core
11c37e75-ed4b-4a11-a703-407c5e5b841e,NCT07505394,pending,keep,Core AI/ML medical device / clinical software,keep_core
37b13841-44d2-4e24-9bdf-8b96bf244f29,NCT03788811,pending,keep,Core AI/ML medical device / clinical software,keep_core
55e75f8f-194f-4c0a-89e8-576431968ddf,NCT05838456,pending,keep,Core AI/ML medical device / clinical software,keep_core
e768ec31-15da-4790-96bd-ff6bb9956088,NCT03936413,pending,keep,Core AI/ML medical device / clinical software,keep_core
f5f71c59-0a83-48b8-afdf-46048af9b6d7,NCT07202104,pending,keep,Core AI/ML medical device / clinical software,keep_core
6bba8236-f7f6-4798-ad0b-eb9512cdda11,NCT05835024,pending,keep,Core AI/ML medical device / clinical software,keep_core
6f218da3-113c-455a-8160-5ade294b8e30,NCT02651493,pending,keep,Core AI/ML medical device / clinical software,keep_core
f84a7c25-a802-4107-aa16-15cea94186b0,NCT05204095,pending,keep,Core AI/ML medical device / clinical software,keep_core
